"Class"	"Base"	"Abstract"	"Scope"	"ScopeReason"	"Field"	"Kind"	"Sig"	"Card"
"ChkRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"KeyWord"	"basic"	"String"	
"ChkRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Location"	"basic"	"Integer"	
"ChkRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Ref"	"basic"	"Integer"	
"ChkRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Rendering"	"rel"	"WfiWordform"	"atomic"
"ChkRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Status"	"basic"	"Integer"	
"ChkRendering"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Explanation"	"basic"	"MultiUnicode"	
"ChkRendering"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Meaning"	"rel"	"WfiGloss"	"atomic"
"ChkRendering"	"CmObject"	"false"	"out"	"not-domain-reachable"	"SurfaceForm"	"rel"	"WfiWordform"	"atomic"
"ChkSense"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Explanation"	"basic"	"MultiUnicode"	
"ChkSense"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Sense"	"rel"	"LexSense"	"atomic"
"ChkTerm"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Occurrences"	"owning"	"ChkRef"	"seq"
"ChkTerm"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Renderings"	"owning"	"ChkRendering"	"col"
"ChkTerm"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"SeeAlso"	"basic"	"MultiUnicode"	
"ChkTerm"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"TermId"	"basic"	"Integer"	
"CmAgent"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Approves"	"owning"	"CmAgentEvaluation"	"atomic"
"CmAgent"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Disapproves"	"owning"	"CmAgentEvaluation"	"atomic"
"CmAgent"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Human"	"basic"	"Boolean"	
"CmAgent"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"MultiUnicode"	
"CmAgent"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Notes"	"owning"	"StText"	"atomic"
"CmAgent"	"CmObject"	"false"	"out"	"not-domain-reachable"	"StateInformation"	"basic"	"Unicode"	
"CmAgent"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Version"	"basic"	"Unicode"	
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"AnnotationType"	"rel"	"CmAnnotationDefn"	"atomic"
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Comment"	"basic"	"MultiString"	
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"CompDetails"	"basic"	"Unicode"	
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"DateCreated"	"basic"	"Time"	
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"DateModified"	"basic"	"Time"	
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Features"	"owning"	"FsFeatStruc"	"atomic"
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"InstanceOf"	"rel"	"CmObject"	"atomic"
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Source"	"rel"	"CmAgent"	"atomic"
"CmAnnotation"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Text"	"owning"	"StText"	"atomic"
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"AllowsComment"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"AllowsFeatureStructure"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"AllowsInstanceOf"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"CanCreateOrphan"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"CopyCutPastable"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"InstanceOfSignature"	"basic"	"Integer"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"MaxDupOccur"	"basic"	"Integer"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Multi"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"PromptUser"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Severity"	"basic"	"Integer"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"UserCanCreate"	"basic"	"Boolean"	
"CmAnnotationDefn"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"ZeroWidth"	"basic"	"Boolean"	
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"BeginObject"	"rel"	"CmObject"	"atomic"
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"BeginOffset"	"basic"	"Integer"	
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"BeginRef"	"basic"	"Integer"	
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"EndObject"	"rel"	"CmObject"	"atomic"
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"EndOffset"	"basic"	"Integer"	
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"EndRef"	"basic"	"Integer"	
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"Flid"	"basic"	"Integer"	
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"OtherObjects"	"rel"	"CmObject"	"col"
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"WritingSystem"	"basic"	"Unicode"	
"CmBaseAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"WsSelector"	"basic"	"Integer"	
"CmCell"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Contents"	"basic"	"String"	
"CmDomainQ"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ExampleSentences"	"basic"	"MultiString"	
"CmDomainQ"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ExampleWords"	"basic"	"MultiUnicode"	
"CmDomainQ"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Question"	"basic"	"MultiUnicode"	
"CmFile"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Copyright"	"basic"	"MultiString"	
"CmFile"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Description"	"basic"	"MultiString"	
"CmFile"	"CmObject"	"false"	"out"	"not-domain-reachable"	"InternalPath"	"basic"	"Unicode"	
"CmFile"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"MultiUnicode"	
"CmFile"	"CmObject"	"false"	"out"	"not-domain-reachable"	"OriginalPath"	"basic"	"Unicode"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"App"	"basic"	"Guid"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ClassId"	"basic"	"Integer"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ColumnInfo"	"basic"	"Unicode"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"FieldId"	"basic"	"Integer"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"FieldInfo"	"basic"	"Unicode"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"Unicode"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"PromptText"	"basic"	"Unicode"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Rows"	"owning"	"CmRow"	"seq"
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ShowPrompt"	"basic"	"Integer"	
"CmFilter"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Type"	"basic"	"Integer"	
"CmFolder"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Description"	"basic"	"MultiString"	
"CmFolder"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Files"	"owning"	"CmFile"	"col"
"CmFolder"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"MultiUnicode"	
"CmFolder"	"CmObject"	"false"	"out"	"not-domain-reachable"	"SubFolders"	"owning"	"CmFolder"	"col"
"CmIndirectAnnotation"	"CmAnnotation"	"false"	"out"	"not-domain-reachable"	"AppliesTo"	"rel"	"CmAnnotation"	"seq"
"CmLocation"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Alias"	"basic"	"MultiUnicode"	
"CmMajorObject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"DateCreated"	"basic"	"Time"	
"CmMajorObject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"DateModified"	"basic"	"Time"	
"CmMajorObject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Description"	"basic"	"MultiString"	
"CmMajorObject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"HeaderFooterSets"	"owning"	"PubHFSet"	"col"
"CmMajorObject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Name"	"basic"	"MultiUnicode"	
"CmMajorObject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Publications"	"owning"	"Publication"	"col"
"CmMedia"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Label"	"basic"	"MultiString"	
"CmMedia"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"MediaFile"	"rel"	"CmFile"	"atomic"
"CmMediaContainer"	"CmObject"	"false"	"out"	"not-domain-reachable"	"MediaURIs"	"owning"	"CmMediaURI"	"col"
"CmMediaContainer"	"CmObject"	"false"	"out"	"not-domain-reachable"	"OffsetType"	"basic"	"Unicode"	
"CmMediaURI"	"CmObject"	"false"	"out"	"not-domain-reachable"	"MediaURI"	"basic"	"Unicode"	
"CmOverlay"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"Unicode"	
"CmOverlay"	"CmObject"	"false"	"out"	"not-domain-reachable"	"PossItems"	"rel"	"CmPossibility"	"col"
"CmOverlay"	"CmObject"	"false"	"out"	"not-domain-reachable"	"PossList"	"rel"	"CmPossibilityList"	"atomic"
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Alias"	"basic"	"MultiUnicode"	
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"DateOfBirth"	"basic"	"GenDate"	
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"DateOfDeath"	"basic"	"GenDate"	
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Education"	"rel"	"CmPossibility"	"atomic"
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Gender"	"basic"	"Integer"	
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"IsResearcher"	"basic"	"Boolean"	
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"PlaceOfBirth"	"rel"	"CmLocation"	"atomic"
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"PlacesOfResidence"	"rel"	"CmLocation"	"col"
"CmPerson"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Positions"	"rel"	"CmPossibility"	"col"
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Caption"	"basic"	"MultiString"	
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Description"	"basic"	"MultiString"	
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"DoNotPublishIn"	"rel"	"CmPossibility"	"col"
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"LayoutPos"	"basic"	"Integer"	
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"LocationMax"	"basic"	"Integer"	
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"LocationMin"	"basic"	"Integer"	
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"LocationRangeType"	"basic"	"Integer"	
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"PictureFile"	"rel"	"CmFile"	"atomic"
"CmPicture"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"ScaleFactor"	"basic"	"Integer"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Abbreviation"	"basic"	"MultiUnicode"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"BackColor"	"basic"	"Integer"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Confidence"	"rel"	"CmPossibility"	"atomic"
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"DateCreated"	"basic"	"Time"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"DateModified"	"basic"	"Time"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Description"	"basic"	"MultiString"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Discussion"	"owning"	"StText"	"atomic"
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"ForeColor"	"basic"	"Integer"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"HelpId"	"basic"	"Unicode"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Hidden"	"basic"	"Boolean"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"IsProtected"	"basic"	"Boolean"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Name"	"basic"	"MultiUnicode"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Researchers"	"rel"	"CmPerson"	"col"
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Restrictions"	"rel"	"CmPossibility"	"col"
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"SortSpec"	"basic"	"Integer"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Status"	"rel"	"CmPossibility"	"atomic"
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"SubPossibilities"	"owning"	"CmPossibility"	"seq"
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"UnderColor"	"basic"	"Integer"	
"CmPossibility"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"UnderStyle"	"basic"	"Integer"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Abbreviation"	"basic"	"MultiUnicode"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Depth"	"basic"	"Integer"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"DisplayOption"	"basic"	"Integer"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"HelpFile"	"basic"	"Unicode"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"IsClosed"	"basic"	"Boolean"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"IsSorted"	"basic"	"Boolean"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"IsVernacular"	"basic"	"Boolean"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"ItemClsid"	"basic"	"Integer"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"ListVersion"	"basic"	"Guid"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Possibilities"	"owning"	"CmPossibility"	"seq"
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"PreventChoiceAboveLevel"	"basic"	"Integer"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"PreventDuplicates"	"basic"	"Boolean"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"PreventNodeChoices"	"basic"	"Boolean"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"UseExtendedFields"	"basic"	"Boolean"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"WritingSystem"	"basic"	"Unicode"	
"CmPossibilityList"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"WsSelector"	"basic"	"Integer"	
"CmProject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"DateCreated"	"basic"	"Time"	
"CmProject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"DateModified"	"basic"	"Time"	
"CmProject"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Description"	"basic"	"MultiString"	
"CmResource"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Name"	"basic"	"Unicode"	
"CmResource"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Version"	"basic"	"Guid"	
"CmRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Cells"	"owning"	"CmCell"	"seq"
"CmSemanticDomain"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"LouwNidaCodes"	"basic"	"Unicode"	
"CmSemanticDomain"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"OcmCodes"	"basic"	"Unicode"	
"CmSemanticDomain"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"OcmRefs"	"rel"	"CmAnthroItem"	"col"
"CmSemanticDomain"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"Questions"	"owning"	"CmDomainQ"	"seq"
"CmSemanticDomain"	"CmPossibility"	"false"	"out"	"not-domain-reachable"	"RelatedDomains"	"rel"	"CmSemanticDomain"	"col"
"CmTranslation"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Status"	"basic"	"MultiUnicode"	
"CmTranslation"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Translation"	"basic"	"MultiString"	
"CmTranslation"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Type"	"rel"	"CmPossibility"	"atomic"
"ConstChartClauseMarker"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"DependentClauses"	"rel"	"ConstChartRow"	"seq"
"ConstChartMovedTextMarker"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"Preposed"	"basic"	"Boolean"	
"ConstChartMovedTextMarker"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"WordGroup"	"rel"	"ConstChartWordGroup"	"atomic"
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Cells"	"owning"	"ConstituentChartCellPart"	"seq"
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ClauseType"	"basic"	"Integer"	
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"EndDependentClauseGroup"	"basic"	"Boolean"	
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"EndParagraph"	"basic"	"Boolean"	
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"EndSentence"	"basic"	"Boolean"	
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Label"	"basic"	"String"	
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Notes"	"basic"	"String"	
"ConstChartRow"	"CmObject"	"false"	"out"	"not-domain-reachable"	"StartDependentClauseGroup"	"basic"	"Boolean"	
"ConstChartTag"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"Tag"	"rel"	"CmPossibility"	"atomic"
"ConstChartWordGroup"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"BeginAnalysisIndex"	"basic"	"Integer"	
"ConstChartWordGroup"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"BeginSegment"	"rel"	"Segment"	"atomic"
"ConstChartWordGroup"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"EndAnalysisIndex"	"basic"	"Integer"	
"ConstChartWordGroup"	"ConstituentChartCellPart"	"false"	"out"	"not-domain-reachable"	"EndSegment"	"rel"	"Segment"	"atomic"
"ConstituentChartCellPart"	"CmObject"	"true"	"out"	"not-domain-reachable"	"Column"	"rel"	"CmPossibility"	"atomic"
"ConstituentChartCellPart"	"CmObject"	"true"	"out"	"not-domain-reachable"	"MergesAfter"	"basic"	"Boolean"	
"ConstituentChartCellPart"	"CmObject"	"true"	"out"	"not-domain-reachable"	"MergesBefore"	"basic"	"Boolean"	
"CrossReference"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Comment"	"basic"	"MultiString"	
"DsChart"	"CmMajorObject"	"true"	"out"	"not-domain-reachable"	"Template"	"rel"	"CmPossibility"	"atomic"
"DsConstChart"	"DsChart"	"false"	"out"	"not-domain-reachable"	"BasedOn"	"rel"	"StText"	"atomic"
"DsConstChart"	"DsChart"	"false"	"out"	"not-domain-reachable"	"Rows"	"owning"	"ConstChartRow"	"seq"
"DsDiscourseData"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ChartMarkers"	"owning"	"CmPossibilityList"	"atomic"
"DsDiscourseData"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Charts"	"owning"	"DsChart"	"col"
"DsDiscourseData"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ConstChartTempl"	"owning"	"CmPossibilityList"	"atomic"
"FsClosedFeature"	"FsFeatDefn"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Values"	"owning"	"FsSymFeatVal"	"col"
"FsClosedValue"	"FsFeatureSpecification"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Value"	"rel"	"FsSymFeatVal"	"atomic"
"FsComplexFeature"	"FsFeatDefn"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Type"	"rel"	"FsFeatStrucType"	"atomic"
"FsComplexValue"	"FsFeatureSpecification"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Value"	"owning"	"FsAbstractStructure"	"atomic"
"FsDisjunctiveValue"	"FsFeatureSpecification"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Value"	"rel"	"FsSymFeatVal"	"col"
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"Abbreviation"	"basic"	"MultiUnicode"	
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"CatalogSourceId"	"basic"	"Unicode"	
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"Default"	"owning"	"FsFeatureSpecification"	"atomic"
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"Description"	"basic"	"MultiString"	
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"DisplayToRightOfValues"	"basic"	"Boolean"	
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"GlossAbbreviation"	"basic"	"MultiUnicode"	
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"Name"	"basic"	"MultiUnicode"	
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"RightGlossSep"	"basic"	"MultiUnicode"	
"FsFeatDefn"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"ShowInGloss"	"basic"	"Boolean"	
"FsFeatStruc"	"FsAbstractStructure"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"FeatureDisjunctions"	"owning"	"FsFeatStrucDisj"	"col"
"FsFeatStruc"	"FsAbstractStructure"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"FeatureSpecs"	"owning"	"FsFeatureSpecification"	"col"
"FsFeatStruc"	"FsAbstractStructure"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Type"	"rel"	"FsFeatStrucType"	"atomic"
"FsFeatStrucDisj"	"FsAbstractStructure"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Contents"	"owning"	"FsFeatStruc"	"col"
"FsFeatStrucType"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Abbreviation"	"basic"	"MultiUnicode"	
"FsFeatStrucType"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"CatalogSourceId"	"basic"	"Unicode"	
"FsFeatStrucType"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Description"	"basic"	"MultiString"	
"FsFeatStrucType"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Features"	"rel"	"FsFeatDefn"	"seq"
"FsFeatStrucType"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Name"	"basic"	"MultiUnicode"	
"FsFeatureSpecification"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"Feature"	"rel"	"FsFeatDefn"	"atomic"
"FsFeatureSpecification"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"RefNumber"	"basic"	"Integer"	
"FsFeatureSpecification"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"ValueState"	"basic"	"Integer"	
"FsFeatureSystem"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Features"	"owning"	"FsFeatDefn"	"col"
"FsFeatureSystem"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Types"	"owning"	"FsFeatStrucType"	"col"
"FsNegatedValue"	"FsFeatureSpecification"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Value"	"rel"	"FsSymFeatVal"	"atomic"
"FsOpenFeature"	"FsFeatDefn"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"WritingSystem"	"basic"	"Unicode"	
"FsOpenFeature"	"FsFeatDefn"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"WsSelector"	"basic"	"Integer"	
"FsOpenValue"	"FsFeatureSpecification"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Value"	"basic"	"MultiUnicode"	
"FsSharedValue"	"FsFeatureSpecification"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Value"	"rel"	"FsFeatureSpecification"	"atomic"
"FsSymFeatVal"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Abbreviation"	"basic"	"MultiUnicode"	
"FsSymFeatVal"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"CatalogSourceId"	"basic"	"Unicode"	
