"Class"	"Field"	"Label"	"Tooltip"	"Source"	"SourceDetail"	"Confidence"
"MoStemMsa"	"PartOfSpeech"	"Category"	""	"slice"	"MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-PartOfSpeech | MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-Category | MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-CategoryDisabled"	"exact"
"MoStemMsa"	"ProdRestrict"	"Exception ""Features"""	""	"slice"	"MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-ProdRestrict | MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-ProdRestrictDisabled"	"exact"
"MoStemName"	""	"Stem Allomorph Label"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoStemName"	"class-only"
"MoStemName"	"Abbreviation"	"Abbreviation"	""	"slice"	"MorphologyParts.xml, bin class=MoStemName, part id=MoStemName-Detail-AbbreviationAllA"	"exact"
"MoStemName"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=MoStemName, part id=MoStemName-Detail-DescriptionAllA"	"exact"
"MoStemName"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=MoStemName, part id=MoStemName-Detail-NameAllA"	"ambiguous"
"MoStemName"	"Name"	"Stem Allomorph Label"	""	"slice"	"Morphology.fwlayout, layout class=MoStemName type=detail name=EditStemName, ref=NameAllA resolved via Parts/*.xml"	"ambiguous"
"MoStemName"	"StemNameRegions"	"Regions"	""	"slice"	"Morphology.fwlayout, layout class=MoStemName type=detail name=EditStemName"	"exact"
"MoStemName"	"StemNameRegionsSection"	"Feature Sets"	""	"slice"	"Morphology.fwlayout, layout class=MoStemName type=detail name=EditStemName"	"exact"
"MoUnclassifiedAffixMsa"	""	"'I'm not sure' Affix Analysis"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoUnclassifiedAffixMsa"	"class-only"
"MoUnclassifiedAffixMsa"	"MainEdit"	"Category Info."	""	"slice"	"Morphology.fwlayout, layout class=MoUnclassifiedAffixMsa type=detail name=Normal"	"exact"
"MoUnclassifiedAffixMsa"	"PartOfSpeech"	"Category"	""	"slice"	"MorphologyParts.xml, bin class=MoUnclassifiedAffixMsa, part id=MoUnclassifiedAffixMsa-Detail-PartOfSpeech"	"exact"
"Note"	"Content"	"Note Content"	""	"slice"	"Cellar.fwlayout, layout class=Note type=jtview name=preview"	"exact"
"PartOfSpeech"	""	"Categories (or Parts of Speech)"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=PartOfSpeech-Plural"	"ambiguous"
"PartOfSpeech"	""	"Category (or Part of Speech)..."	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PartOfSpeech"	"ambiguous"
"PartOfSpeech"	"Abbreviation"	"Abbreviation"	""	"slice"	"ReversalParts.xml, bin class=PartOfSpeech, part id=CmPossibility-Detail-AbbreviationRevPOS"	"exact"
"PartOfSpeech"	"AbbreviationPub"	"Abbreviation"	""	"slice"	"Reversal.fwlayout, layout class=PartOfSpeech type=jtview name=publishForReversal"	"exact"
"PartOfSpeech"	"AffixSlots"	"Affix Slots"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"AffixSlotsSection"	"Affix Slots"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"AffixTemplates"	"Affix Templates"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"AffixTemplatesSection"	"Affix Templates"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"DefaultInflectionClass"	"Default Inflection Class"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default, ref=DefaultInflectionClass resolved via Parts/*.xml | MorphologyParts.xml, bin class=PartOfSpeech, part id=PartOfSpeech-Detail-DefaultInflectionClass"	"exact"
"PartOfSpeech"	"InflectableFeats"	"Inflectable Features"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default, ref=InflectableFeats resolved via Parts/*.xml | MorphologyParts.xml, bin class=PartOfSpeech, part id=PartOfSpeech-Detail-InflectableFeats"	"exact"
"PartOfSpeech"	"InflectableFeatsSection"	"Features"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"InflectionClasses"	"Inflection Classes"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"InflectionClassesSection"	"Inflection Class Info"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"Name"	"Name"	""	"slice"	"ReversalParts.xml, bin class=PartOfSpeech, part id=CmPossibility-Detail-NameRevPOS"	"exact"
"PartOfSpeech"	"NamePub"	"Name"	""	"slice"	"Reversal.fwlayout, layout class=PartOfSpeech type=jtview name=publishForReversal"	"exact"
"PartOfSpeech"	"NameSubcategory"	"Subcategory"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=SubCategories"	"exact"
"PartOfSpeech"	"Section"	"Subcategories"	""	"slice"	"Reversal.fwlayout, layout class=PartOfSpeech type=detail name=Reversal | Reversal.fwlayout, layout class=PartOfSpeech type=detail name=ReversalSubcategory"	"exact"
"PartOfSpeech"	"StemNames"	"Stem Allomoprh Labels"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"StemNamesSection"	"Stem Allomorph Labels"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"SubCategoriesSection"	"Subcategories"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"SubPossibilities"	"Subcategories"	""	"slice"	"Morphology.fwlayout, layout class=PartOfSpeech type=detail name=default"	"exact"
"PartOfSpeech"	"SubPossibilitiesReversal"	"Subcategories"	""	"slice"	"Reversal.fwlayout, layout class=PartOfSpeech type=detail name=Reversal | Reversal.fwlayout, layout class=PartOfSpeech type=detail name=ReversalSubcategory"	"exact"
"PhBdryMarker"	""	"Boundary Marker"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhBdryMarker"	"class-only"
"PhCode"	""	"Grapheme"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhCode"	"class-only"
"PhCode"	"Representation"	"Grapheme"	""	"slice"	"MorphologyParts.xml, bin class=PhCode, part id=PhCode-Detail-Representation"	"exact"
"PhEnvironment"	""	"Environment"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhEnvironment"	"ambiguous"
"PhEnvironment"	""	"Environments"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=PhEnvironment-Plural"	"ambiguous"
"PhEnvironment"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=PhEnvironment, part id=PhEnvironment-Detail-DescriptionAllA"	"exact"
"PhEnvironment"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=PhEnvironment, part id=PhEnvironment-Detail-NameAllA"	"exact"
"PhEnvironment"	"StringRepresentation"	"String Representation"	""	"slice"	"MorphologyParts.xml, bin class=PhEnvironment, part id=PhEnvironment-Detail-StringRepresentation"	"exact"
"PhMetathesisRule"	""	"Metathesis Rule"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhMetathesisRule"	"class-only"
"PhMetathesisRule"	"RuleFormulaSection"	"Rule Formula"	""	"slice"	"Morphology.fwlayout, layout class=PhMetathesisRule type=detail name=Edit"	"exact"
"PhNCFeatures"	""	"Natural Class (Features)"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhNCFeatures"	"class-only"
"PhNCFeatures"	"Features"	"Phonological Features"	""	"slice"	"Morphology.fwlayout, layout class=PhNCFeatures type=detail name=Edit, ref=Features resolved via Parts/*.xml | MorphologyParts.xml, bin class=PhNCFeatures, part id=PhNCFeatures-Detail-Features"	"exact"
"PhNCSegments"	""	"Natural Class (Phonemes)"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhNCSegments"	"ambiguous"
"PhNCSegments"	""	"Natural Classes"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=PhNCSegments-Plural"	"ambiguous"
"PhNCSegments"	"Segments"	"Phonemes"	""	"slice"	"Morphology.fwlayout, layout class=PhNCSegments type=detail name=Edit, ref=Segments resolved via Parts/*.xml | MorphologyParts.xml, bin class=PhNCSegments, part id=PhNCSegments-Detail-Segments"	"exact"
"PhNaturalClass"	"Abbreviation"	"Abbreviation"	""	"slice"	"MorphologyParts.xml, bin class=PhNaturalClass, part id=PhNaturalClass-Detail-AbbreviationAllA"	"exact"
"PhNaturalClass"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=PhNaturalClass, part id=PhNaturalClass-Detail-DescriptionAllA"	"exact"
"PhNaturalClass"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=PhNaturalClass, part id=PhNaturalClass-Detail-NameAllA"	"exact"
"PhPhoneme"	""	"Phoneme"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhPhoneme"	"ambiguous"
"PhPhoneme"	""	"Phonemes"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=PhPhoneme-Plural"	"ambiguous"
"PhPhoneme"	"BasicIPASymbol"	"IPA Symbol"	""	"slice"	"MorphologyParts.xml, bin class=PhPhoneme, part id=PhPhoneme-Detail-BasicIPASymbol"	"exact"
"PhPhoneme"	"Features"	"Phonological Features"	""	"slice"	"Morphology.fwlayout, layout class=PhPhoneme type=detail name=Edit, ref=Features resolved via Parts/*.xml | MorphologyParts.xml, bin class=PhPhoneme, part id=PhPhoneme-Detail-Features"	"exact"
"PhPhoneme"	"Name"	"Refer to as"	""	"slice"	"MorphologyParts.xml, bin class=PhPhoneme, part id=PhPhoneme-Detail-NameAllV"	"exact"
"PhPhoneme"	"RepresentationsSection"	"In Orthography as"	""	"slice"	"Morphology.fwlayout, layout class=PhPhoneme type=detail name=Edit"	"exact"
"PhRegularRule"	""	"Phonological Rule"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=PhRegularRule"	"class-only"
"PhRegularRule"	"RuleFormulaSection"	"Rule Formula"	""	"slice"	"Morphology.fwlayout, layout class=PhRegularRule type=detail name=Edit"	"exact"
"PhSegRuleRHS"	"ExclRuleFeats"	"Excluded Properties"	""	"slice"	"MorphologyParts.xml, bin class=PhSegRuleRHS, part id=PhSegRuleRHS-Detail-ExcludedRuleFeatsDisabled | MorphologyParts.xml, bin class=PhSegRuleRHS, part id=PhSegRuleRHS-Detail-ExcludedRuleFeats"	"exact"
"PhSegRuleRHS"	"InputPOSes"	"Required Categories"	""	"slice"	"MorphologyParts.xml, bin class=PhSegRuleRHS, part id=PhSegRuleRHS-Detail-RequiredPOSesDisabled | MorphologyParts.xml, bin class=PhSegRuleRHS, part id=PhSegRuleRHS-Detail-RequiredPOSes"	"exact"
"PhSegRuleRHS"	"ReqRuleFeats"	"Required Properties"	""	"slice"	"MorphologyParts.xml, bin class=PhSegRuleRHS, part id=PhSegRuleRHS-Detail-RequiredRuleFeatsDisabled | MorphologyParts.xml, bin class=PhSegRuleRHS, part id=PhSegRuleRHS-Detail-RequiredRuleFeats"	"exact"
"PhSegmentRule"	""	"Phonological Rules"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=PhSegmentRule-Plural"	"class-only"
"PhSegmentRule"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=PhSegmentRule, part id=PhSegmentRule-Detail-DescriptionAllA"	"exact"
"PhSegmentRule"	"Direction"	"Direction"	""	"slice"	"MorphologyParts.xml, bin class=PhSegmentRule, part id=PhSegmentRule-Detail-Direction"	"exact"
"PhSegmentRule"	"Disabled"	"Active"	""	"slice"	"MorphologyParts.xml, bin class=PhSegmentRule, part id=PhSegmentRule-Detail-Active"	"exact"
"PhSegmentRule"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=PhSegmentRule, part id=PhSegmentRule-Detail-NameAllA"	"exact"
"PhSegmentRule"	"OrderNumber"	"Order Number"	""	"slice"	"MorphologyParts.xml, bin class=PhSegmentRule, part id=PhSegmentRule-Detail-OrderNumber"	"exact"
"PhTerminalUnit"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=PhTerminalUnit, part id=PhTerminalUnit-Detail-DescriptionAllA"	"exact"
"PhTerminalUnit"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=PhTerminalUnit, part id=PhTerminalUnit-Detail-NameAllV"	"exact"
"ReversalIndex"	""	"Reversal Index"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=ReversalIndex"	"ambiguous"
"ReversalIndex"	""	"Reversals"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=ReversalIndex-Plural"	"ambiguous"
"ReversalIndexEntry"	""	"Reversal Entries"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=ReversalIndexEntry-Plural"	"ambiguous"
"ReversalIndexEntry"	""	"Reversal Entry"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=ReversalIndexEntry"	"ambiguous"
"ReversalIndexEntry"	""	"Reversal Index"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=ReversalIndexEntry-DocList"	"ambiguous"
"ReversalIndexEntry"	"FormPub"	"Form"	""	"slice"	"Reversal.fwlayout, layout class=ReversalIndexEntry type=jtview name=publishPara"	"exact"
"ReversalIndexEntry"	"PartOfSpeech"	"Reversal Category"	""	"slice"	"ReversalParts.xml, bin class=ReversalIndexEntry, part id=ReversalIndexEntry-Detail-PartOfSpeech"	"exact"
"ReversalIndexEntry"	"PartOfSpeechConfig"	"Category"	""	"slice"	"Reversal.fwlayout, layout class=ReversalIndexEntry type=jtview name=publishPara"	"exact"
"ReversalIndexEntry"	"ReversalForm"	"Reversal Form"	""	"slice"	"Reversal.fwlayout, layout class=ReversalIndexEntry type=detail name=Normal, ref=ReversalForm resolved via Parts/*.xml | Reversal.fwlayout, layout class=ReversalIndexEntry type=detail name=Subentry, ref=ReversalForm resolved via Parts/*.xml | ReversalParts.xml, bin class=ReversalIndexEntry, part id=ReversalIndexEntry-Detail-ReversalForm"	"exact"
"ReversalIndexEntry"	"Section"	"Subentries"	""	"slice"	"Reversal.fwlayout, layout class=ReversalIndexEntry type=detail name=Normal | Reversal.fwlayout, layout class=ReversalIndexEntry type=detail name=Subentry"	"exact"
"ReversalIndexEntry"	"Senses"	"Referenced Senses"	""	"slice"	"ReversalParts.xml, bin class=ReversalIndexEntry, part id=ReversalIndexEntry-Detail-CurrentSenses"	"exact"
"ReversalIndexEntry"	"SensesConfig"	"Referenced Senses"	""	"slice"	"Reversal.fwlayout, layout class=ReversalIndexEntry type=jtview name=publishPara"	"exact"
"ReversalIndexEntry"	"SubentriesConfig"	"Reversal Subentries"	""	"slice"	"Reversal.fwlayout, layout class=ReversalIndexEntry type=jtview name=publishReversalIndexEntry"	"exact"
"RnGenericRec"	""	"Record"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=RnGenericRec"	"ambiguous"
"RnGenericRec"	""	"Records"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=RnGenericRec-Plural"	"ambiguous"
"RnGenericRec"	"$child"	"$label"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"AnthroCodes"	"Anthropology Categories"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-AnthroCodes"	"exact"
"RnGenericRec"	"AnthroCodesConfig"	"Anthropology Categories"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"ClassificationsConfig"	"Classifications"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"Conclusions"	"Conclusion"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Conclusions"	"exact"
"RnGenericRec"	"Confidence"	"Confidence"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Confidence"	"exact"
"RnGenericRec"	"ConfidenceConfig"	"Confidence"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"CounterEvidence"	"Counter Evidence"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-CounterEvidence"	"exact"
"RnGenericRec"	"CounterEvidenceConfig"	"Counter Evidence"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"CounterTypeConfig"	"Record Type"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnCounterEvidence"	"exact"
"RnGenericRec"	"CustomPossAtomForRecord_$fieldName"	"$label"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"CustomPossVectorForRecord_$fieldName"	"$label"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"DateCreated"	"Date Created"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=detail name=Normal"	"exact"
"RnGenericRec"	"DateCreatedPub"	"Date Created"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishHistory"	"exact"
"RnGenericRec"	"DateModified"	"Date Modified"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=detail name=Normal"	"exact"
"RnGenericRec"	"DateModifiedPub"	"Date Modified"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishHistory"	"exact"
"RnGenericRec"	"DateOfEvent"	"Date of Event"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-DateOfEvent"	"exact"
"RnGenericRec"	"DateOfEventPub"	"Date of Event"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSupportingEvidence | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnCounterEvidence | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSupersededBy | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSeeAlso | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"Description"	"Description"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Description"	"exact"
"RnGenericRec"	"Discussion"	"Discussion"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Discussion"	"exact"
"RnGenericRec"	"ExternalMaterials"	"External Materials"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-ExternalMaterials"	"exact"
"RnGenericRec"	"FurtherQuestions"	"Further Questions"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-FurtherQuestions"	"exact"
"RnGenericRec"	"HistoryConfig"	"Created/Modified"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"Hypothesis"	"Hypothesis"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Hypothesis"	"exact"
"RnGenericRec"	"Locations"	"Locations"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Locations"	"exact"
"RnGenericRec"	"LocationsConfig"	"Locations"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"Participants"	"Participants"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Participants"	"exact"
"RnGenericRec"	"ParticipantsConfig"	"Participants"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"PersonalNotes"	"Personal Notes"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-PersonalNotes"	"exact"
"RnGenericRec"	"ResearchPlan"	"Research Plan"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-ResearchPlan"	"exact"
"RnGenericRec"	"Researchers"	"Researchers"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Researchers"	"exact"
"RnGenericRec"	"ResearchersConfig"	"Researchers"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"Restrictions"	"Restrictions"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Restrictions"	"exact"
"RnGenericRec"	"RestrictionsConfig"	"Restrictions"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"SeeAlso"	"See Also"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-SeeAlso"	"exact"
"RnGenericRec"	"SeeAlsoConfig"	"See Also"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"SeeAlsoTypeConfig"	"Record Type"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSeeAlso"	"exact"
"RnGenericRec"	"Sources"	"Sources"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Sources"	"exact"
"RnGenericRec"	"SourcesConfig"	"Sources"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"Status"	"Status"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Status"	"exact"
"RnGenericRec"	"StatusConfig"	"Status"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"SubRecordSection"	"Subrecords"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=detail name=Normal"	"exact"
"RnGenericRec"	"SubRecordsSection"	"Subrecords"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=detail name=SubRecordSection"	"exact"
"RnGenericRec"	"SubrecordsConfig"	"Subrecords"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"SupersededBy"	"Superseded By"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-SupersededBy"	"exact"
"RnGenericRec"	"SupersededByConfig"	"Superseded By"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"SupersededTypeConfig"	"Record Type"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSupersededBy"	"exact"
"RnGenericRec"	"SupportingEvidence"	"Supporting Evidence"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-SupportingEvidence"	"exact"
"RnGenericRec"	"SupportingEvidenceConfig"	"Supporting Evidence"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord"	"exact"
"RnGenericRec"	"SupportingTypeConfig"	"Record Type"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSupportingEvidence"	"exact"
"RnGenericRec"	"TimeOfEvent"	"Time of Event"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-TimeOfEvent"	"exact"
"RnGenericRec"	"TimeOfEventConfig"	"Time of Event"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnGenericRec"	"Title"	"Title"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Title"	"exact"
"RnGenericRec"	"TitlePub"	"Title"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRecord | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSupportingEvidence | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnCounterEvidence | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSupersededBy | Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishRnSeeAlso"	"exact"
"RnGenericRec"	"Type"	"Record Type"	""	"slice"	"NotebookParts.xml, bin class=RnGenericRec, part id=RnGenericRec-Detail-Type"	"exact"
"RnGenericRec"	"TypeConfig"	"Record Type"	""	"slice"	"Notebook.fwlayout, layout class=RnGenericRec type=jtview name=publishClassifications"	"exact"
"RnRoledPartic"	"ParticipantConfig"	"Participant"	""	"slice"	"Notebook.fwlayout, layout class=RnRoledPartic type=jtview name=publishRnParticipant"	"exact"
"RnRoledPartic"	"RoleConfig"	"Role"	""	"slice"	"Notebook.fwlayout, layout class=RnRoledPartic type=jtview name=publishRnParticipant"	"exact"
"Segment"	"BaselineText"	"Sentence"	""	"slice"	"Cellar.fwlayout, layout class=Segment type=jtview name=publicationNew"	"exact"
"Segment"	"FreeTrans"	"Free Translations"	""	"slice"	"Cellar.fwlayout, layout class=Segment type=jtview name=publicationNew"	"exact"
"Segment"	"LitTrans"	"Literal Translations"	""	"slice"	"Cellar.fwlayout, layout class=Segment type=jtview name=publicationNew"	"exact"
"StFootnote"	""	"Text"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=StFootnote"	"class-only"
"StText"	""	"Text"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=StText"	"class-only"
"StText"	"CustomConfig"	"Custom"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishCustom | Notebook.fwlayout, layout class=StText type=jtview name=publishCustomStText"	"exact"
"StText"	"IsTranslation"	"Text is a translation"	""	"slice"	"CellarParts.xml, bin class=StText, part id=StText-Detail-IsTranslation"	"exact"
"StText"	"RnConclusionsConfig"	"Conclusions"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnConclusions"	"exact"
"StText"	"RnDescriptionConfig"	"Description"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnDescription"	"exact"
"StText"	"RnDiscussionConfig"	"Discussion"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnDiscussion"	"exact"
"StText"	"RnExternalMaterialsConfig"	"External Materials"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnExternalMaterials"	"exact"
"StText"	"RnFurtherQuestionsConfig"	"Further Questions"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnFurtherQuestions"	"exact"
"StText"	"RnHypothesisConfig"	"Hypothesis"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnHypothesis"	"exact"
"StText"	"RnPersonalNotesConfig"	"Personal Notes"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnPersonalNotes"	"exact"
"StText"	"RnResearchPlanConfig"	"Research Plan"	""	"slice"	"Notebook.fwlayout, layout class=StText type=jtview name=publishRnResearchPlan"	"exact"
"StText"	"Title"	"Title"	""	"slice"	"CellarParts.xml, bin class=StText, part id=StText-Detail-TitleAllWs"	"exact"
